review_priority,review_reason,manual_review_status,manual_review_note,pair_id,document_id,doi,transformation,base_id,fluorinated_id,base_smiles,fluorinated_smiles,selected_hlm_assay_id,selected_rlm_assay_id,assay_matched_base_hlm,assay_matched_fluorinated_hlm,assay_matched_delta_hlm,assay_matched_base_rlm,assay_matched_fluorinated_rlm,assay_matched_delta_rlm,assay_matched_direction_agreement
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00028,35229.0,10.1021/jm061159a,Ar-H_to_Ar-F,OA35PAIR_00345,OA35PAIR_00660,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,429174,429173,-0.2518119729937995,-0.1079053973095195,0.1439065756842799,0.3010299956639812,0.146128035678238,-0.1549019599857432,0.0
2,cross_species_reversal;zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00093,39211.0,10.1021/jm701097z,Ar-H_to_Ar-F,OA35PAIR_02055,OA35PAIR_02330,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3F)c2cc1OC,474876,474875,1.545307116465824,1.545307116465824,0.0,1.954242509439325,1.7323937598229686,-0.2218487496163563,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00086,44953.0,10.1016/j.bmcl.2008.10.072,Ar-H_to_Ar-F,OA35PAIR_00129,OA35PAIR_02175,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)C[C@H](C)N1,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)c(F)c4)CC3)cc2)C[C@H](C)N1,559940,559941,0.7116385382323491,0.9132839017604184,0.2016453635280692,1.0681858617461617,1.0261245167454502,-0.0420613450007114,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00074,46450.0,10.1016/j.bmcl.2009.02.056,Ar-H_to_Ar-F,OA35PAIR_00397,OA35PAIR_01699,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)CC3)cc(F)cc2n1,501248,501247,0.4483971034577676,0.5733358400660676,0.1249387366083,0.255272505103306,0.1583624920952496,-0.0969100130080564,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00026,47715.0,10.1016/j.bmcl.2009.06.028,Ar-H_to_Ar-F,OA35PAIR_02361,OA35PAIR_00621,N#Cc1cccc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)c1,N#Cc1cc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)ccc1F,577526,577527,0.7583819417746753,1.0272272540672551,0.26884531229258,1.3159703454569178,1.2723058444020865,-0.0436645010548313,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00019,51249.0,10.1016/j.bmcl.2010.03.095,Ar-H_to_Ar-F,OA35PAIR_00897,OA35PAIR_00471,Cc1cccc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)C3CCCC3)c3ccccc3)C[C@H]2C1,Cc1cc(F)cc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)C3CCCC3)c3ccccc3)C[C@H]2C1,630266,630267,2.4764258270580113,2.4410978647162684,-0.0353279623417428,2.763128376799137,2.9687630481972485,0.2056346713981116,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00031,51249.0,10.1016/j.bmcl.2010.03.095,Ar-H_to_Ar-F,OA35PAIR_01821,OA35PAIR_00713,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CCC(F)(F)CC3)c3ccccc3)C[C@H]2C1,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CCC(F)(F)CC3)c3cccc(F)c3)C[C@H]2C1,630266,630267,1.9872639541222352,2.121264305229581,0.1340003511073457,1.91803033678488,1.6354837468149122,-0.2825465899699679,0.0
2,zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00017,53996.0,10.1016/j.bmcl.2010.09.064,Ar-H_to_Ar-F,OA35PAIR_00855,OA35PAIR_00422,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1F,686317,686318,-0.2328441339178195,-0.2328441339178195,0.0,-0.0457574905606751,-0.0457574905606751,0.0,1.0
2,zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00047,53996.0,10.1016/j.bmcl.2010.09.064,Ar-H_to_Ar-F,OA35PAIR_00855,OA35PAIR_01045,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccc(F)cc1,686317,686318,-0.2328441339178195,-0.2328441339178195,0.0,-0.0457574905606751,-0.0457574905606751,0.0,1.0
2,zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00078,53996.0,10.1016/j.bmcl.2010.09.064,Ar-H_to_Ar-F,OA35PAIR_01901,OA35PAIR_01854,N#Cc1ccc2[nH]c([C@H]3CC[C@]4(CC3)CN(c3ccccc3)C(=O)O4)nc2c1,N#Cc1ccc2[nH]c([C@H]3CC[C@]4(CC3)CN(c3ccc(F)cc3)C(=O)O4)nc2c1,686317,686318,-0.2328441339178195,-0.2328441339178195,0.0,-0.0457574905606751,-0.0457574905606751,0.0,1.0
2,zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00089,53996.0,10.1016/j.bmcl.2010.09.064,Ar-H_to_Ar-F,OA35PAIR_00627,OA35PAIR_02234,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccn1,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccc(F)n1,686317,686318,-0.2328441339178195,-0.2328441339178195,0.0,-0.0457574905606751,-0.0457574905606751,0.0,1.0
2,cross_species_reversal;zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00076,54003.0,10.1016/j.bmcl.2010.09.085,Ar-H_to_Ar-F,OA35PAIR_00308,OA35PAIR_01784,Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)[C@@H](C)C3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)[C@@H](C)C3)cc(F)cc2n1,686393,686394,0.2442771208018428,-0.0287241512618947,-0.2730012720637376,0.1003705451175628,0.1003705451175628,0.0,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00049,63001.0,10.1016/j.bmcl.2012.06.087,Ar-H_to_Ar-F,OA35PAIR_01266,OA35PAIR_01091,COc1cnc(-c2ccccn2)nc1NCc1ccccc1,COc1cnc(-c2ccccn2)nc1NCc1ccccc1F,834895,834894,1.8260748027008264,1.7853298350107671,-0.0407449676900593,2.5877109650189114,2.615950051656401,0.0282390866374897,0.0
2,cross_species_reversal;zero_or_rounded_delta,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00083,63001.0,10.1016/j.bmcl.2012.06.087,Ar-H_to_Ar-F,OA35PAIR_00595,OA35PAIR_02077,COc1cnc(-c2ccccn2)nc1NCc1ccccc1C(F)(F)F,COc1cnc(-c2ccccn2)nc1NCc1ccc(F)cc1C(F)(F)F,834895,834894,1.8864907251724816,1.8864907251724816,0.0,2.7442929831226763,2.285557309007774,-0.4587356741149024,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00092,65507.0,10.1021/ml3000148,Ar-H_to_Ar-F,OA35PAIR_01429,OA35PAIR_02313,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,853107,853106,2.7356388146361157,2.8612774619227417,0.125638647286626,2.6372895476781744,2.611298362296429,-0.0259911853817453,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00098,65507.0,10.1021/ml3000148,Ar-H_to_Ar-F,OA35PAIR_02313,OA35PAIR_02380,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,853107,853106,2.8612774619227417,3.0324454919430104,0.1711680300202687,2.611298362296429,2.5247854493212225,-0.0865129129752064,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00048,65822.0,10.1021/jm3007257,Ar-H_to_Ar-F,OA35PAIR_02223,OA35PAIR_01075,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccccc4c3C2)CC1,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cc(F)ccc4c3C2)CC1,860187,860191,1.4831592097169797,1.624488362513449,0.1413291527964693,2.410608542568368,2.204662511748219,-0.205946030820149,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00039,65939.0,10.1021/jm3005866,Ar-H_to_Ar-F,OA35PAIR_02340,OA35PAIR_00867,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3cccc(F)c3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(F)c(F)c3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,863880,863881,2.076786033508079,1.8463371121298051,-0.2304489213782738,1.255272505103306,1.534026106056135,0.2787536009528291,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00081,65939.0,10.1021/jm3005866,Ar-H_to_Ar-F,OA35PAIR_00438,OA35PAIR_02045,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccccc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(F)cc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,863880,863881,1.670245853074124,1.775756037844098,0.1055101847699739,1.577491799837225,1.4313637641589874,-0.1461280356782379,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00094,65939.0,10.1021/jm3005866,Ar-H_to_Ar-F,OA35PAIR_01482,OA35PAIR_02336,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(C#N)cc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccc(C#N)c(F)c3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,863880,863881,2.0934917270109317,2.1887597929520113,0.0952680659410796,1.7466341989375789,1.717670503002262,-0.0289636959353165,0.0
2,cross_species_reversal,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00095,65939.0,10.1021/jm3005866,Ar-H_to_Ar-F,OA35PAIR_00438,OA35PAIR_02340,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3ccccc3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(NC(=O)c3cccc(F)c3)nc3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,863880,863881,1.670245853074124,2.076786033508079,0.4065401804339552,1.577491799837225,1.255272505103306,-0.3222192947339193,0.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00038,109096.0,10.1021/acs.jmedchem.8b00518,Ar-H_to_Ar-F,OA35PAIR_01676,OA35PAIR_00866,O=C(N[C@@H](c1ccccc1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1,O=C(N[C@@H](c1ccc(F)cc1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1,1779573,1779574,1.701654317325748,1.4483971034577676,-0.2532572138679805,2.2723058444020863,2.040602340114073,-0.2317035042880131,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00084,109096.0,10.1021/acs.jmedchem.8b00518,Ar-H_to_Ar-F,OA35PAIR_01933,OA35PAIR_02108,O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1,O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1,1779573,1779574,1.670245853074124,1.7671558660821804,0.0969100130080564,1.7024305364455252,1.9365137424788936,0.2340832060333681,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00075,109758.0,10.1016/j.bmcl.2018.07.043,Ar-H_to_Ar-F,OA35PAIR_00903,OA35PAIR_01709,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2cccc3cccnc23)c2ccc(C#N)cc21,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(F)c3cccnc23)c2ccc(C#N)cc21,1794573,1794574,2.2986347831244354,2.185457157401926,-0.1131776257225092,2.5774917998372255,2.3308194664958366,-0.2466723333413889,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00070,110470.0,10.1021/acs.jmedchem.8b00994,Ar-H_to_Ar-F,OA35PAIR_00454,OA35PAIR_01653,Cc1noc2ccc(Nc3[nH]nc4cccnc34)cc12,Cc1noc2ccc(Nc3[nH]nc4cc(F)cnc34)cc12,1810580,1810581,1.1702617153949575,1.383815365980431,0.2135536505854738,1.5024271199844328,1.5237464668115646,0.0213193468271317,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00097,110470.0,10.1021/acs.jmedchem.8b00994,Ar-H_to_Ar-F,OA35PAIR_00454,OA35PAIR_02377,Cc1noc2ccc(Nc3[nH]nc4cccnc34)cc12,Cc1noc2c(F)cc(Nc3[nH]nc4cccnc34)cc12,1810580,1810581,1.1702617153949575,1.4927603890268375,0.32249867363188,1.5024271199844328,1.8221680793680175,0.3197409593835847,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00064,110861.0,10.1021/acs.jmedchem.9b01721,Ar-H_to_Ar-F,OA35PAIR_02157,OA35PAIR_01530,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3ccccc3CC[C@H]2C2CC2)C1=O,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3ccc(F)cc3CC[C@H]2C2CC2)C1=O,1825665,1825666,2.321038892726055,2.117403884416343,-0.2036350083097118,2.936513742478893,2.666892211066536,-0.2696215314123571,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00021,120738.0,10.1021/acs.jmedchem.1c00847,Ar-H_to_Ar-F,OA35PAIR_00901,OA35PAIR_00567,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,2118298,2118299,1.0,1.0413926851582251,0.0413926851582251,1.0,1.2787536009528289,0.2787536009528288,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00030,120738.0,10.1021/acs.jmedchem.1c00847,Ar-H_to_Ar-F,OA35PAIR_00567,OA35PAIR_00698,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,2118298,2118299,1.0413926851582251,1.0,-0.0413926851582251,1.2787536009528289,1.146128035678238,-0.1326255652745909,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00053,120738.0,10.1021/acs.jmedchem.1c00847,Ar-H_to_Ar-F,OA35PAIR_00567,OA35PAIR_01176,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,C[C@@H]1Cc2c([nH]c3cc(F)ccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,2118298,2118299,1.0413926851582251,0.9542425094393248,-0.0871501757189002,1.2787536009528289,1.1760912590556811,-0.1026623418971475,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00003,121631.0,10.1021/acs.jmedchem.1c00563,Ar-H_to_Ar-F,OA35PAIR_01094,OA35PAIR_00047,O=C1c2nc3cccc(Br)c3n2CCN1Cc1ccc(Cl)cc1,O=C1c2nc3cccc(Br)c3n2CCN1Cc1ccc(Cl)cc1F,2149700,2149701,-0.0744816418225699,-0.092965047516583,-0.0184834056940131,0.7604224834232121,0.6866362692622935,-0.0737862141609185,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00059,121860.0,10.1021/acsmedchemlett.1c00473,Ar-H_to_Ar-F,OA35PAIR_01046,OA35PAIR_01362,CCc1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12,CCc1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3F)cc12,2157147,2157146,1.0791812460476249,1.2041199826559248,0.1249387366082999,1.3979400086720375,1.568201724066995,0.1702617153949572,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00069,122085.0,10.1021/acsmedchemlett.1c00682,Ar-H_to_Ar-F,OA35PAIR_01212,OA35PAIR_01634,C[C@@H](CN1CCC2(CC1)OC(=O)Nc1ccccc12)NC(=O)c1ccc(F)cc1,C[C@@H](CN1CCC2(CC1)OC(=O)Nc1cc(F)ccc12)NC(=O)c1ccc(F)cc1,2165926,2165927,1.591064607026499,1.8325089127062364,0.2414443056797373,2.012837224705172,2.3979400086720375,0.3851027839668655,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00045,123562.0,10.1021/acs.jmedchem.2c00791,Ar-H_to_Ar-F,OA35PAIR_00117,OA35PAIR_01008,Cc1cc2c(Nc3ccccc3)cc(C(=O)NC3CC3)nc2cn1,Cc1cc2c(Nc3ccccc3F)cc(C(=O)NC3CC3)nc2cn1,2217294,2217293,1.8085485512404056,1.4661258704181992,-0.3424226808222061,2.04766419460156,1.7737864449811935,-0.2738777496203664,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00005,124411.0,10.1016/j.ejmech.2021.114010,Ar-H_to_Ar-F,OA35PAIR_01925,OA35PAIR_00108,O=C(NCCCCn1cccn1)c1cccc(C2SCC(=O)N2c2ccccn2)c1,O=C(NCCCCn1cccn1)c1cccc(C2SCC(=O)N2c2cc(F)ccn2)c1,2241797,2241798,1.9825290188656024,2.134138842060031,0.1516098231944287,2.9594230219431052,3.3337293231565988,0.3743063012134935,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00063,35229.0,10.1021/jm061159a,Ar-H_to_Ar-F,OA35PAIR_01359,OA35PAIR_01454,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2cccc(F)c2)CC1,429174,429173,0.3617278360175928,-0.0222763947111522,-0.3840042307287451,1.3747483460101038,1.1398790864012365,-0.2348692596088673,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00033,39450.0,10.1021/jm701383e,Ar-H_to_Ar-F,OA35PAIR_01435,OA35PAIR_00749,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,478843,478844,0.5453071164658241,0.7671558660821804,0.2218487496163563,1.1583624920952498,1.534026106056135,0.3756636139608853,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00055,44642.0,10.1016/j.bmcl.2008.08.105,Ar-H_to_Ar-F,OA35PAIR_00470,OA35PAIR_01222,O=C(Nc1ccc2cccnc2c1)c1ccc(-c2ccccc2)nc1,O=C(Nc1ccc2cccnc2c1)c1ccc(-c2ccc(F)cc2)nc1,536356,536357,0.5595475555804343,0.2986347831244356,-0.2609127724559987,0.5976951859255123,0.2966651902615311,-0.3010299956639811,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00016,44953.0,10.1016/j.bmcl.2008.10.072,Ar-H_to_Ar-F,OA35PAIR_00129,OA35PAIR_00420,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)C[C@H](C)N1,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2F)C[C@H](C)N1,559940,559941,0.7116385382323491,1.0413137153458605,0.3296751771135111,1.0681858617461617,1.334453751150931,0.2662678894047692,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00058,44953.0,10.1016/j.bmcl.2008.10.072,Ar-H_to_Ar-F,OA35PAIR_00284,OA35PAIR_01337,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2)C[C@H](C)N1,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2F)C[C@H](C)N1,559940,559941,0.4831592097169795,0.8085485512404055,0.3253893415234259,0.7024305364455252,1.0681858617461617,0.3657553253006365,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00087,44953.0,10.1016/j.bmcl.2008.10.072,Ar-H_to_Ar-F,OA35PAIR_00284,OA35PAIR_02175,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)cc4)CC3)cc2)C[C@H](C)N1,C[C@@H]1CN(Cc2ccc(-c3cccnc3C(=O)N3CCC(Nc4ccc(F)c(F)c4)CC3)cc2)C[C@H](C)N1,559940,559941,0.4831592097169795,0.9132839017604184,0.4301246920434388,0.7024305364455252,1.0261245167454502,0.323693980299925,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00009,50787.0,10.1021/jm9017866,Ar-H_to_Ar-F,OA35PAIR_01995,OA35PAIR_00253,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccc(F)cc1,624025,624026,1.7213983755215052,1.515343893088381,-0.2060544824331243,5.033423755486949,4.9273703630390235,-0.1060533924479258,1.0
3,routine_random_audit,verified,Author confirmed molecular identities; fluorination edit; endpoint; units; and reported HLM/RLM values against the cited publication or Supporting Information.,FPAIR_00034,51249.0,10.1016/j.bmcl.2010.03.095,Ar-H_to_Ar-F,OA35PAIR_00767,OA35PAIR_00762,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3ccccc3)C[C@H]2C1,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)CC3CC(F)(F)C3)c3cccc(F)c3)C[C@H]2C1,630266,630267,1.8463371121298051,1.515343893088381,-0.3309932190414244,2.040602340114073,1.717670503002262,-0.322931837111811,1.0
